Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Ding Wang,"HCI Researcher, Google Research",13,15,606,531,6,0
mustafa serkan abdüsselam,Giresun University,11,12,605,460,0,0
Steven M. Peterson,"Contract research analyst, Meta Reality Labs",10,13,605,535,15,0
Jiahao Deng(邓家豪),DePaul University,8,7,605,597,7,0
Tetsuo Yamabe,"Research Associate, Waseda University",12,16,604,130,0,0
Mohammad Amin Kuhail,"Associate Professor, Zayed University",10,12,604,553,2,0
Deng Wang,University of Calgary,7,6,604,280,1,1
Evgeny Stemasov,Ulm University,10,10,604,550,6,0
Steven J. Castellucci,IBM,9,9,603,181,0,0
Rahul Arora,Reality Labs | Meta,8,8,602,568,3,0
Alireza Karduni,"Assistant Professor, Simon Fraser University",13,17,602,534,3,0
Laiali Almazaydeh,"Professor of computer science and engineering, Al-Hussein Bin Talal University",9,9,602,319,0,0
Luke Wood,"PhD, University of Hertfordshire, UK",13,16,601,496,14,3
Ceenu George,TU Berlin,13,15,601,578,1,0
Miguel A. Teruel,University of Alicante,14,18,600,383,28,2
Husniza Husni,"Human-Centred Computing Research Lab, Universiti Utara Malaysia",12,16,600,348,0,0
Jonas Blattgerste,Raumtänzer GmbH,10,10,600,573,11,0
Rebecca Cort,"Uppsala University, Department of Information Technology, Visual Information and Interaction",12,12,600,514,1,1
Mohammad Shaker,Joseph Fourier University,13,18,599,259,5,0
Benjamin Maximilian Berens (born Reinheimer),Doctoral Researcher at Karlsruhe Institute of Technology,13,15,599,530,18,3
Allison McDonald,Boston University,11,12,599,584,7,0
