Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Emmanouil Potetsianakis,"Researcher, Media Standards & Technologies, Xiaomi",5,2,61,37,2,0
Dhiraj Jadhav,"Assistant Professor of Computer Engineering, VIT, Pune, India",2,1,61,28,0,0
Mariana Pinheiro,Master's Student in the Informatics Centre of Federal University of Pernambuco,4,2,61,30,0,0
Patrick Sullivan,Virginia Tech,1,1,61,53,0,0
Peihan Tu,"University of Maryland, College Park",5,2,61,60,0,2
Hikmetcan Ozcan,Kocaeli Üniversitesi Dr. Öğr. Üyesi,4,2,61,56,0,0
Mahesh Udayanga Liyanawatta,"Doctoral candidate & Research Assistant-Ph.D, National Central University, Taiwan (R.O.C)",4,2,61,60,0,0
Feng Feng,IT University of Copenhagen,6,1,61,60,4,0
Jacob Achtemeier,University of Minnesota,5,2,61,56,9,1
Md. Touhidur Rahman,Assistant Programmer,5,0,61,45,0,0
Corey DC Heath,Arizona State University,4,3,61,60,3,3
Jean Basset,Inria Bordeaux Sud Ouest,5,4,61,61,3,0
Irina Lediaeva,"MS in Computer Science, University of Central Florida",4,1,61,61,2,0
Shreya Bali,"Student, School of Computer Science",1,1,61,60,1,0
Allen Lee,Massachusetts Institute of Technology,3,1,61,61,1,0
Man Wu,Tsinghua University,4,3,61,61,0,3
Seo Young Oh,KAIST UVR Lab.,4,3,61,58,0,1
Nazish Basir,"Assistant Professor, Department of Information Technology, Faculty of Engineering and Technology, University of Sindh.",4,2,61,51,0,0
Maximilian Weiß,University of Stuttgart,3,3,61,61,1,0
Lei Gao,University College London,3,2,61,61,2,0
Garrett Allen,"Ph.D. Candidate, Delft University of Technology",5,2,61,61,6,0
Yuan Gao,Kyoto University,5,3,61,61,4,1
Ruchi Panchanadikar,"PhD Student, Clemson University",2,1,61,61,0,0
Vaughn Hamilton,Max Planck Institute for Software Systems,5,3,61,60,0,0
Sushil Shrestha,"Researcher of Information Technology, Kathmandu University, Nepal",5,2,61,58,1,0
pelin arslan,"Post doctoral Associate, Comparative Media Studies, Massachusetts Institute of Technology",4,2,60,26,0,0
