Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Keita Higuchi,"Researcher, Preferred Networks",13,19,976,635,2,0
Miguel Angel Garcia-Ruiz,Algoma University,15,25,976,437,2,0
Anshul Vikram Pandey,"Co-founder and CTO, Accern",11,13,971,687,3,0
Aris Alissandrakis,"Senior Lecturer, Linneaus University",17,27,969,246,2,0
Paolo Federico,Nokia,16,21,969,608,8,2
Josh Andres,The Australian National University,18,28,969,940,11,5
eric s lee,Saint Mary's University,15,19,969,62,0,0
Ken Nakagaki,University of Chicago,16,19,968,806,3,0
Dipankar Das,Rajshahi University,16,26,968,483,7,1
Kate Howland,University of Sussex,15,30,965,417,10,1
Christoph Amma,Kinemic GmbH,12,13,965,571,0,0
Arnaud Prouzeau,Inria,15,23,965,912,16,0
Chong Wang,"Associate Professor of Computer Science, Ningbo University",15,20,965,618,6,25
Rui Rodrigues,"Associate Professor, Faculty of Engineering, University of Porto and INESC TEC, Portugal",16,30,964,545,22,8
Nadine Rouillon Couture,"Professor of Computer Science, ESTIA",15,27,963,468,3,0
Cristian Bogdan,"Associate Professor, KTH",15,25,961,279,2,0
Yixin Zou,"Tenure-Track Faculty, Max Planck Institute for Security and Privacy",15,16,960,949,10,0
Corinna Ogonowski,"Lead User Research & Experimentation, C&A Mode GmbH",15,15,958,609,2,1
Tze Wei Liew,"Associate Professor, Multimedia University, Malaysia",16,19,958,832,0,0
Christian Weichel,TypeFox,11,12,956,505,3,0
Swamy Ananthanarayan,Monash University,17,23,956,754,12,0
Zachary Fitz-Walter,Griffith University,12,14,956,515,3,0
Hailiang Wang,"Assistant Professor, School of Design, The Hong Kong Polytechnic University",14,17,956,928,14,1
William Hampton,Research @ TikTok,9,9,955,787,6,0
André Zenner,"Post-Doctoral Researcher, Saarland University & German Research Center for Artificial Intelligence",14,19,955,897,20,3
John Alexis Guerra-Gomez,Assistant Teaching Professor at Northeastern University,12,16,954,502,4,0
Esben Warming Pedersen,University of Copenhagen,9,9,954,423,0,0
Safinah Ali,Massachusetts Institute of Technology,14,17,954,931,8,0
Brian Thoms,CSU Channel Islands,16,18,953,391,1,0
Vineet Pandey,"Assistant Professor, The University of Utah",9,9,953,857,6,0
Reinhard Sefelin,Wirtschaftsuniversität Wien,11,11,951,185,0,0
Katy I Gero,Harvard University,10,11,950,760,8,0
Felix Bork,Johnson & Johnson,14,32,949,904,2,0
Kevin Hu,MIT,8,8,949,782,0,0
Martin Mihajlov,Jozef Stefan Institute,14,18,948,608,5,0
Siyuan Chen,the University of New South Wales,13,17,948,620,11,10
Kelly Widdicks,"Software Systems Architect, UK Centre for Ecology and Hydrology",11,15,948,922,17,0
Pr. Adel Mahfoudhi,"Professor of Computer Science, Taif University",18,32,947,566,1,0
Johanna Brewer,Smith College,13,16,946,203,0,0
Lizbeth Escobedo,Dalhousie University,12,13,945,612,1,1
Wiesław Kopeć,"Polish-Japanese Academy of Information Technology, Head of XR Center and XR Department",13,17,945,853,13,1
Paweł Weichbroth,Gdansk University of Technology,18,26,944,792,0,0
William Farr,"Senior Research Fellow, Sussex, BSMS, Cambridge",15,17,944,509,6,1
Yao Ding,"University of Maryland, College Park",13,14,942,909,5,12
Siska Fitrianie,Delft University of Technology,16,31,942,407,4,1
Eric Zeng,"Postdoctoral Researcher, Carnegie Mellon University",9,9,942,895,9,0
Kiran Ijaz,"Lecturer in Human-Computer Interaction, The University of Sydney",17,22,940,753,8,1
Christina Hochleitner,RISC Software GmbH,16,24,940,321,1,0
Ozkan Kilic,"Cisco Systems, Inc.",13,17,938,660,1,0
Andreea I. Niculescu,"Research Scientist - Institute for Infocomm Research, A*STAR",16,20,936,703,2,0
A. Imran Nordin,"Institute of Visual Informatics (IVI), The National University of Malaysia",14,18,936,654,0,0
Adrienne Shum,"Department of Experimental Psychology, University of Oxford",11,12,936,933,11,0
Xiaoyi Zhang,Apple,17,20,936,802,10,0
Santiago Martinez,"Associate Professor in eHealth, Faculty of Health and Sport Sciences, University of Agder, Norway",16,22,935,795,6,4
Mikkel R. Jakobsen,Unknown affiliation,16,19,935,456,9,1
Niamh Caprani,Postdoctoral Researcher,12,17,935,313,18,0
Hyoseok Yoon (윤효석),"Associate Professor, School of Computig and Artificial Intelligence, Hanshin University",14,23,934,380,0,0
Dr. Shashank Mouli Satapathy,"​Associate Professor (Sr.), School of Computer Science and Engineering (SCOPE), VIT, Vellore",11,14,934,532,0,0
Sarah Sebo,University of Chicago,13,16,933,892,16,0
Kumaripaba Miyurusara Athukorala,Data Scientist,13,13,932,436,4,1
Margarita Anastassova,"Research Engineer, CEA, LIST",15,27,932,456,4,0
Philipp V. Rouast,Rouast Labs,9,9,932,892,4,0
