Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Carolin Reichherzer,Meta Reality Labs,6,5,122,95,0,0
Sophia R. Williams,"Graduate Student, Stanford University",6,6,122,122,6,1
Manuele Reani,"Assistant Professor of Information Systems, The Chinese University of Hong Kong (Shenzhen)",6,5,122,112,8,1
Ina Sholihah Widiati,STMIK Amikom Surakarta,6,3,122,112,0,0
Hayley Evans,Georgia Institute of Technology,6,5,122,120,2,0
Hao-Ping (Hank) Lee,Carnegie Mellon University,6,5,122,120,0,0
Xin Lei,Zhejiang University of Technology,6,4,122,122,1,6
Lady Dingding Zheng,Keio Media Design,7,4,122,111,3,0
Luke Guerdan,Carnegie Mellon University,7,5,122,114,7,2
"Ruijia ""Regina"" Cheng",Apple,7,6,122,122,1,0
Wai Fu,University of Illinois,6,5,122,47,0,0
Chithra Mary Eapen,Nanyang Technological University,1,1,122,122,0,0
Won Young Chung,Sungkyunkwan University,4,3,122,122,0,0
Chenxinran (Elise) Shen,University of British Columbia,3,2,122,122,0,0
Luis G. Montané-Jiménez,"Factulad de Estadística e Informática, Universidad Veracruzana",5,3,121,70,0,0
Prateek Panwar,Computer Science,4,3,121,78,0,1
Rudolf Kajan,"PhD student at Faculty of Information Technology, Brno University of Technology",5,4,121,31,0,0
Na Sun,Google,6,4,121,111,0,0
Marlen Promann Sergiwa,Interdisciplinary PhD candidate at Purdue University,6,3,121,88,1,2
Ilana Wilken,"Voice Computing Research Group, CSIR Next Generation Enterprises and Insitutions",6,5,121,112,0,0
Bavani Ramayah,"Assistant Professor, University of Nottingham",7,3,121,90,0,0
Gilang Andi Pradana,"Department of Computer Science, City, University of London",6,4,121,67,0,0
Juan Carlos Vasquez,"Assistant Professor, Xi'an Jiaotong-Liverpool University",6,3,121,92,1,0
Stephen C Nettelhorst,"Associate Professor of Psychology, Woodbury University",5,5,121,74,0,0
Uijong Ju,Kyung Hee University,6,6,121,118,0,1
Geonsun Lee,University of Maryland,6,5,121,121,0,0
