Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Makayla Lewis,Kingston University London,12,12,381,339,5,0
Danish U. Khan,"Director of Engineering, Dremio",8,8,380,158,0,0
Tejas Peesapati,Google,8,7,380,139,0,0
Georgios Korres,"Senior Research Engineer, New York University Abu Dhabi",11,13,380,344,1,0
Prof. Djilali IDOUGHI,"University A. Mira of Bejaia, Algeria",8,6,379,193,0,0
Shujie Deng,King's College London,11,14,379,336,15,1
Kimon Kieslich,University of Amsterdam,8,6,379,379,0,1
Dr. KARNATI MOHAN,"Assistant Professor @ NIT Raipur, Ph.D.",9,9,379,379,0,0
Ashraful Islam,"Assistant Professor of Computer Science and Engineering, Independent University, Bangladesh",9,8,379,374,1,0
Chong Ma,Northwestern Polytechnical University,11,12,379,378,0,1
Harini Sampath,Google,10,10,378,214,0,0
Mehmet Aydın Baytaş,WEATHERLIGHT,11,13,378,371,9,1
Colin Fitzpatrick,Graduate Student at Northwestern University,6,4,378,239,0,0
Amy Csizmar Dalal,"Professor of Computer Science, Carleton College",10,11,378,83,6,0
Patrick Dubroy,Y Combinator Research,7,6,378,133,0,0
David Antonio Gómez Jáuregui,"Assistant Professor of Computer Science, ESTIA",10,10,377,212,0,0
Fabrizio Mulas,Università di Cagliari,10,11,377,175,11,4
Tao Dong,Google,9,9,376,203,1,0
