Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Lena Hegemann,Aalto University,4,2,183,181,3,0
AISHA MUHAMMAD Abdullahi,"Assistant Lecturer, Federal University Dutse",7,6,183,179,3,0
Yasin Cotur,Imperial College London,7,6,183,172,13,0
Leya George,UCL Interaction Centre,4,2,183,181,5,1
Josh Pollock,"Computer Science PhD Student, MIT",4,3,183,181,5,0
Ziming Liu,"University of Tennessee, Knoxville",5,4,183,183,5,0
Kenny R. Lienhard,medignition – healthcare innovations,7,5,183,166,0,0
ASM Iftekhar Anam,"Assistant Professor, Information and Computing Sciences, University Wisconsin - Green Bay",8,6,182,88,1,0
Muhammad Fakri Othman,"Lecturer, Department of Multimedia, Faculty of Computer Science and Information Technology, Universiti Tun Hussein Onn Malaysia ",8,5,182,83,0,0
Harshit Agrawal,Student at MIT Media Lab,8,8,182,105,0,0
Saleh Mozafari,WidasConcepts GmbH,8,6,182,133,1,0
Miaoqi Zhu,DePaul University,9,9,182,94,1,0
Francesco Vitale,Unknown affiliation,5,5,182,175,6,0
Chirag Raman,Delft University of Technology,8,5,182,182,9,0
Naveen Madapana,Purdue University,8,7,182,160,6,9
Sai R. Gouravajhala,Computer Science PhD at University of Michigan,5,3,182,159,0,0
Hiroyuki Osone,University of Tsukuba,7,7,182,160,0,0
Ruolin Wang (Violynne),UCLA,8,7,182,182,5,0
Edvin Pakoci,University of Novi Sad,9,8,182,127,5,3
Rahadian Yusuf,Institut Teknologi Bandung,7,3,182,125,0,0
Chinmaya Patnayak,Qualcomm,5,4,182,167,3,0
Bernhard Slawik,"PhD Student, HCI Group at the University of Munich (LMU)",2,2,181,83,0,0
Firaz Peer,"Assistant Professor, University of Kentucky",8,7,181,89,1,0
Ashley Wheat,"PhD Candidate, Middlesex University",4,3,181,94,0,0
