Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Ba-Hai Nguyen,"Vice Director of Technology Transfer, Hochiminh University of Technical Education",3,2,98,30,0,0
Annemarie Zijlema,Lecturer at the University of Greenwich,6,4,98,70,4,0
Dr Riasat Islam,"Post Doc @ The Open University, UK",5,2,98,72,3,1
Yuditha Ichsani,State Islamic University Syarif Hidayatullah Jakarta,5,3,98,84,0,0
Christian Löw,University of Vienna,4,4,98,88,3,1
Angela Vujic,MIT Media Lab,4,3,98,97,0,0
Taimur Kausar Khan,"Postdoctoral Researcher, Computer Graphics & HCI Lab, University of Kaiserslautern",5,3,98,28,4,0
Thanh Tung Vuong,University of Helsinki,5,5,98,90,9,2
Suvodip Chakraborty,"Ph. D. Researcher, Singapore-ETH Center",5,4,98,55,0,0
Junwei Sun,Huawei HMI Lab,5,3,98,94,0,0
Kandarp Khandwala,MathWorks,5,4,98,89,1,0
Taichi Furukawa,Keio University Graduate School of Media Design,6,6,98,94,1,1
José Mariano González Romano,Universidad de Sevilla,3,2,98,20,0,0
Nadia Fereydooni,Georgia Institute of Technology,6,4,98,98,3,0
Rania Abdalla,Palestine Technical University,5,2,98,98,0,0
Leonel Morales Díaz,"Professor, Universidad Francisco Marroquín",5,3,97,65,0,0
Christine Balili,KAIST,3,3,97,85,0,0
Steven Kemper,"Associate Professor of Computer Music and Digital Arts, Oberlin Conservatory of Music",6,3,97,69,0,0
Zann B Anderson,Bridgerland Technical College,4,3,97,88,7,2
Minh N. B. Nguyen,University of Southern California,5,2,97,67,2,0
Maria Lara Hwang,"Assistant Professor of Computer Science, Fashion Institute of Technology",3,2,97,88,3,0
Kelsey Urgo,University of San Francisco,5,4,97,96,7,0
Ching Liu,National Tsing Hua University,3,2,97,95,1,0
Sindhu Ravindranath,"Assistant Professor, IBS Hyderabad IFHE university",4,3,97,85,0,0
