Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Stuart I Gray,University of Bristol,8,8,259,240,5,5
Micheline Elias,Ecole Centrale Paris,5,5,259,136,0,0
Yue Li,Xi'an Jiaotong-Liverpool University,9,8,259,258,10,3
Adam Wiggins,"Director of Research, Ink & Switch",3,3,259,199,0,0
Sushant Kafle,Google,8,8,259,244,6,1
Afonso Rodrigues Gonçalves,Synthetic Datasets Engineer at Sensei,9,9,258,178,13,1
Jittrapol Intarasirisawat,"Lecturer, Prince of Songkla University",5,4,258,256,1,0
Xiaosong Li,Unitec Institute of Technology,8,7,257,83,0,0
Chuan Ngip Khean,MIMOS Berhad,7,7,257,151,0,0
Peter West,University of Southampton,4,4,257,205,4,0
Rongkai Guo,Kennesaw State University,8,7,257,134,2,3
Marianne Procopio,Tufts University,5,3,257,97,2,0
Francesco Pompedda,Senior Researcher University of Turku,8,8,257,236,4,0
Hadas Chassidim,Shamoon College of Engineering,4,4,257,150,1,0
Pavlos Chatzigrigoriou,"Postdoc, University of Aegean",7,7,257,221,2,2
Adriano B Renzi,UFF - Universidade Federal Fluminense,9,9,257,185,0,0
Md Shahinur Alam,Gallaudet University,8,8,257,220,1,1
Jiannan Li,"Assistant Professor, Singapore Management University",8,8,257,221,14,0
Minh Tran,Independent / Inactive,6,5,256,103,0,0
Chunkwok (Simon) Lee,Samsung Research America,7,7,256,41,0,0
Clément Pillias,"PhD candidate, Conservatoire National des Arts et Métiers",6,6,256,61,0,0
R Vennelakanti,"Senior Researcher, Intel Corporation",8,7,256,116,0,0
Jimin Pi,Google Research,9,8,256,238,5,1
Kwan-Liu Ma,"Professor of Computer Science, University of California at Davis",5,5,256,19,0,0
Mahboobeh Harandi,"Meta Platforms, Inc.",8,7,256,249,10,0
Emmanuel Ayedoun,Kansai University,5,4,256,238,0,0
Emily Pedersen,UC Berkeley,8,7,256,255,2,0
Virj Kan,Massachusetts Institute of Technology,4,4,256,177,0,0
Noura Abdi,"Lecturer in Computer Science, Liverpool Hope University",2,1,256,255,1,0
Auzi Asfarian,"Computer Science Department, IPB University (Bogor Agricultural University), Indonesia",7,4,255,224,0,0
Valentina Volpi,Adjunct Professor and Academic and Research staff at Link Campus University - Academic Research,8,7,255,138,0,0
Soowon Kang,PhD Candidate at KAIST,6,5,255,254,0,0
Ewelina Bakała,"INCO, Facultad de Ingeniería, Universidad de la República, Uruguay",8,7,255,246,5,0
Shiblee Imtiaz Hasan,"University of Michigan, Apple, Amazon, Google",9,9,254,206,0,0
Andrew Kurauchi,"Assistant Professor, Insper",6,5,254,205,1,0
Da-jung Kim,"Postdoc Researcher, Industrial Design Engineering, Delft University of Technology",7,7,254,144,0,0
Mohammad Alsaffar,Assistant Professor at Hail University,9,8,254,248,1,0
Yong Zhao,National University of Defense Technology,9,9,254,254,10,11
Reid Oda,Princeton University,6,3,253,79,1,0
Jacob D. Oury,Pennsylvania State University,5,1,253,252,1,0
Michinari Kono,Unknown affiliation,7,5,253,235,0,0
Kate Grandprey-Shores,"University of Minnesota, Riot Games",3,2,253,163,1,0
Alan Y. Cheng,Stanford University,1,1,253,228,0,0
Jeffrey C. F. Ho,The Hong Kong Polytechnic University,9,9,253,177,0,1
André Knörig,University of Applied Sciences Potsdam,5,4,253,115,0,0
Xiang Zhang,University of Science and Technology of China,8,7,253,253,3,0
Chaofan Wang,"Wenzhou University, Delft University of Technology",8,6,253,252,15,1
Uwe Hahne,Furtwangen University,8,7,252,43,0,0
John NA Brown,"School of Computing, Robert Gordon University",10,11,252,102,0,0
Johannes Harms,"Post-Doc Researcher with the INSO Research Group for Industrial Software, Vienna University of",8,6,252,168,0,0
Wai L. Khoo,Ph.D.,7,5,252,92,2,2
Kyle Koh,Seoul National University,5,3,252,97,0,0
