Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Harshit,"Graduate Student, Computer Science, Stony Brook University",3,3,161,158,1,0
Hadar Ronen,"Phd student, Bar Ilan university",7,5,161,150,4,0
Jisu Kim,Singapore Institute of Technology,6,3,161,154,0,0
Iona Gessinger,University College Dublin,8,8,161,147,12,0
Polina Durneva,University of Memphis,5,3,161,160,0,0
Laura M. Herman,Adobe; Oxford Internet Institute,6,5,161,158,5,0
Matin Yarmand,UC San Diego,6,4,161,161,2,0
Abdulaziz Alshaer,Umm Al-Qura University,4,3,161,119,0,0
Jincheul Jang,Software Policy & Research Institute,6,5,161,134,0,0
Millicent Li,Northeastern University,3,3,161,161,0,0
Will Brackenbury,University of Chicago,5,3,161,154,6,0
Hakan Yıldırım,"Lecturer ESOGU, Ph.D. Anadolu University, and formerly Visiting Scholar at Purdue",8,8,160,138,0,0
Antonio Giovanni Schiavone,Banca D'Italia,4,4,160,115,0,0
Herman Mahmoud,"Department of Water Resources Engineering, University of Duhok, Kurdistan Region, Iraq.",7,5,160,144,3,0
Thomas Plank,CEO @ Tributech Solutions,5,3,160,140,0,0
Vinoth Sermuga Pandian,AI Research Engineering Manager at Thomson Reuters,7,7,160,160,0,0
Ralf Meermeier,"Scientist, BBN Technologies",6,6,160,29,0,0
Sébastien Bottecchia,ESTIA Recherche - École Supérieure des Technologies Industrielles Avancées,6,4,160,75,0,0
Mario Corrales-Astorgano,PhD on Computer Science. University of Valladolid,6,4,160,144,9,0
Yekti Wirani,Sekolah Tinggi Teknologi Terpadu Nurul Fikri,6,3,160,158,0,0
Vishnu Nair,"Ph.D. Candidate, Computer Science, Columbia University",7,6,160,152,6,0
Kunal Bodke,"Regenstrief Institute, Inc, Indiana University - Purdue University, Indianapolis",6,6,160,145,5,1
Joao Pedro Silva,Cascais Próxima EM SA,8,6,159,24,0,0
Kevin Fan,"HCI Researcher, Huawei Technologies",7,2,159,102,2,0
Nico Reski,"Postdoctoral Researcher, Department of Science and Technology, Linköping University, Sweden",6,5,159,144,0,0
Jessica J. Tran,"Apple, Microsoft, University of Washington",7,7,159,72,0,0
Shapiee Abd Rahman,"Senior lecturer in Statistics, Universiti Malaysia Sarawak",8,6,159,71,0,0
Paul-Stefan Popescu,University of Craiova,7,2,159,135,0,0
Giovanna Vilaza,University of Copenhagen,8,7,159,152,5,2
Retno Widyaningrum,Institut Teknologi Sepuluh Nopember ITS,5,5,159,153,0,0
Hyocheol Ro,"Department of Computer Science, Yonsei University",7,3,159,158,0,0
Marianna Di Gregorio,PhD of Computer Science - University of Salerno,8,6,159,159,7,2
Raimund Schnürer,"Doctoral student, ETH Zurich",7,6,159,130,3,0
Mouadh Guesmi,PhD Student at Duisburg-Essen University,8,7,159,159,1,0
Changyang He,HKUST,5,4,159,158,8,0
Marie Janssen,"Ph.D, University of Minnesota",7,7,158,53,0,0
Jim Marquardson,Northern Michigan University,7,6,158,149,0,0
Andrea Barbarin,"PhD Candidate, University of Michigan - School of Information",5,5,158,140,1,0
"Jane Gruning, PhD",eBay,7,6,158,107,0,0
Kody Dillman,University of Calgary,4,3,158,115,2,0
Alexandros Kogkas,"Research Associate, Imperial College London",7,6,158,148,5,2
Hilkka Grahn,"University of Jyväskylä, Faculty of Information Technology",7,6,158,146,4,0
Muhammad Noor Fakhruzzaman,Universitas Airlangga,6,5,158,142,0,0
Cheryl Abellanoza,University of Texas at Arlington,7,7,158,118,4,0
Kinjal Shah,AI Consultant,3,2,158,156,0,0
Rossano Barone,Freelance User Researcher,7,5,158,19,0,0
Snehal Prabhudesai,"PhD Candidate, University of Michigan, Computer Science and Engineering",4,2,158,158,5,0
Ying-Yu Chen,"Assistant Professor, National Yang Ming Chiao Tung University",7,7,158,113,0,0
