Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Parth Natekar,"University of California, San Diego",6,3,145,145,1,0
Khulood A.Rambo,MIT,5,4,145,104,0,0
Franchesca Spektor,"PhD Student, Carnegie Mellon University",6,4,145,144,5,0
Miguel A. Rodríguez-Ortiz,Universidad de Colima,7,6,144,99,0,0
Dr. Nurulhuda Ibrahim,"Senior Lecturer at School of Multimedia Technology and Communication, Universiti Utara Malaysia",7,6,144,96,0,0
Debjyoti Ghosh,Researcher at Meta,6,5,144,142,1,0
Dr. S.Nagarajan,"Associate Professor, Department of Computer Science and Engineering, Annamalai University",5,3,144,82,0,0
Cayley MacArthur,"Assistant Professor, Stratford School of Interaction Design and Business, University of Waterloo",6,5,144,135,5,0
Scott Allen Cambo,Northwestern University,5,3,144,129,2,0
Mulia Sulistiyono,Universitas AMIKOM Yogyakarta,5,4,144,137,0,0
Ryo Hajika,Massey University / University of Auckland,4,2,144,143,0,0
Klemen Lilija,University of Copenhagen,6,6,144,138,6,0
Nisha Devasia,PhD Student at the University of Washington,5,3,144,144,0,0
Maximillian Chen,"Computer Science PhD Candidate, Columbia University",7,6,144,144,0,0
Zhimin Li,"Department of Aeronautical and Aviation Engineering, The Hong Kong Polytechnic University",2,1,144,143,1,0
David DeAngelis,Aerospace Corporation,6,3,143,30,5,0
Djakhangir Zakhidov,"Research Scientist, The University of Texas at Dallas",6,2,143,114,2,0
Marcel Pufal,"University of California, Irvine",5,4,143,92,1,0
Alipta Ballav,Microsoft Corporation,5,4,143,107,4,0
Usman Malik,"PhD Scholar at INSA Rouen, France",6,4,143,129,3,1
Andrew Burks,"Research Assistant, University of Illinois at Chicago",7,3,143,134,11,1
Sachith Muthukumarana,"PhD Graduate, Augmented Human Lab, University of Auckland",5,5,143,141,0,0
Jesse Josua Benjamin,Lancaster University,6,2,143,142,12,1
Sina Masnadi,University of Central Florida,7,6,143,136,6,0
Yang Chen,"National University of Singapore, Singapore",4,2,143,140,5,1
Thomas Weber,LMU Munich,5,4,143,142,0,0
Anelise Newman,"PhD Student, Stanford University",5,4,143,143,2,0
Beryl Noë,"Lecturer, Cardiff University, UK",3,2,143,142,3,0
Clara Kliman-Silver,Google,5,4,143,137,0,0
Tobias van Dyk,>,7,5,143,53,0,0
Kenneth W.K. Lo,"MPhil, Department of Computing, The Hong Kong Polytechnic University",7,4,142,103,1,0
Luís Lucas Pereira,University of Coimbra,7,7,142,77,1,1
Evans Fuad,Universitas Muhammadiyah Riau,7,5,142,136,1,0
Carlos E. Tejada,"PhD Fellow, University of Copenhagen",6,5,142,131,2,0
Michael J. Meaney,University of Cambridge; Arizona State University,6,4,142,139,4,0
Rebecca Krosnick,"PhD student, University of Michigan",7,4,142,117,4,0
Eva Yiwei Wu,UC Berkeley,3,2,142,141,1,0
Shanel Wu,Carleton University,3,3,142,141,2,0
Nouf Abdullah Almujally,"Assistant Professor, Princess Nourah bint Abdulrahman University, Saudi Arabia",7,3,142,140,1,0
Wonjeong Park,Ewha Womans University,8,4,142,114,0,0
Michael Oren,Iowa State University,7,5,141,40,0,0
Rajkumar Darbar,"PhD Student, Inria Bordeaux, France",8,8,141,95,0,0
Benett Axtell,"Postdoctoral Fellow, Simon Fraser University",8,7,141,133,1,0
Franziska Burger,"Postdoctoral Researcher, TU Eindhoven",6,5,141,136,0,0
Irina Cristescu,National Institute for Research and Development in Informatics (ICI),5,4,141,91,0,0
Adrian L. Jessup Schneider,Doctor of Computing,7,5,141,102,5,0
Laura Lascău,University College London,5,5,141,141,4,0
Franziska Tachtler,PhD @ TU Wien (Vienna University of Technology),8,5,141,135,8,0
Alina Stöver,Technical University of Darmstadt,6,3,141,141,9,2
Yoonji Kim,Assistant Professor at Chung-Ang University,7,6,141,138,2,0
Marina Stergiou,"Research Associate, National and Kapodistrian University of Athens, Department of Informatics and",4,2,141,141,1,0
