Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Snigdha Das,"Student of Department of Computer Science & Engineering, Indian Institute of Technology, Kharagpur",7,6,212,95,0,0
Abdulmalik Ahmad Lawan,Kano University of Science and Technology,6,5,212,209,0,0
Aluna Everitt,University of Canterbury,8,7,212,200,7,0
Sheila Bouten,Aalborg University Copenhagen,6,6,212,205,7,0
Xi Lu,"University of California, Irvine",7,5,212,212,7,0
Haiyan Jiang,Beijing Institute of Technonlogy,6,5,212,211,11,2
Xueshi Lu,Xi’an Jiaotong-Liverpool University,6,6,212,212,1,0
Bogoan Kim,Hanyang University,7,7,212,210,1,0
Arthur Theil,Birmingham City University,9,9,211,168,11,1
Anuruddha Hettiarachchi,Graduate student at University of Toronto,3,2,211,166,0,0
Andrew Schoen,University of Wisconsin - Madison,9,8,211,189,9,0
Durmuş Koç,"Assistant Professor (Ph.D.), Isparta University of Applied Sciences",5,5,211,136,0,0
Roshan Venkatakrishnan,Clemson University,9,8,211,211,6,0
Taisa Guidini Gonçalves,Assistant professor in Computer Science - CY Cergy Paris Université,7,3,210,162,0,0
Guillermo Molero-Castillo,UNAM,7,4,210,167,0,0
Angela Richmond-Fuller,"Senior Lecturer, School of Engineering, Technology and Design,  Canterbury Christ Church University",6,5,210,150,4,0
Christian Corsten,RWTH Aachen University,7,6,210,139,5,0
Kyriakos Kyriakou,"Research Associate at CYENS, Ph.D. Candidate at Open University of Cyprus",7,6,210,210,13,0
Doni Abdul Fatah,Universitas Trunojoyo Madura,7,3,210,208,0,0
