Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Dr. Nidhi Lal,Assistant Professor at Visvesvaraya National Institute of Technology (VNIT Nagpur),13,14,434,352,0,0
Stavros Asimakopoulos,Honorary Fellow of Human - Computer Interaction,8,6,434,302,2,1
Dun-Yu Hsiao,University of Washington,6,6,434,115,1,0
Gabriel Haas,Cerence Inc.,10,10,434,335,7,1
Micheline Ziadee,University of Maryland College Park,10,11,434,347,6,1
Akifumi INOUE,Tokyo University of Technology,10,12,434,101,0,0
Kung Jin Lee,"Assistant Professor, Ewha Womans University",11,11,434,394,7,0
Shiri Dori-Hacohen,University of Connecticut,11,11,433,250,10,0
Dr. Mohsin Ali Memon,"Mehran University of Engineering and Technology, Jamshoro, Sindh, Pakistan",12,14,433,346,2,0
Sung-Hyuck Lee,"Creative Technology Lead, Samsung User Experience Center America",13,16,433,73,0,0
Dr Steve North,"Researcher, EASE (Exeter Anthrozoology as Symbiotic Ethics) working group, University of Exeter",11,13,433,161,6,1
Mi Feng,Adobe,11,11,433,370,5,0
Daniel Sjölie,University West,9,9,432,200,2,2
Byron Lahey,"PhD, Arizona State University",6,4,432,154,1,0
Álvaro Fernández-Rodríguez,"Departamento de Tecnología Electrónica, Universidad de Málaga",12,13,432,387,24,7
Noris Mohd Norowi,"Faculty of Computer Science and Information Technology, Universiti Putra Malaysia",8,6,432,210,0,0
Yogendra Patil,University of Alabama,9,9,431,290,6,0
(Emily) Y Yang,"Postgrad student, Hong Kong University of Science and Technology",11,11,431,330,2,0
Daeha Kim,"Genesis Lab, Inc.",9,9,431,422,0,0
ankan goswami,carnegie mellon university,11,11,431,129,0,0
Ji Youn Shin,University of Minnesota,11,11,430,430,5,4
obead alhadreti,Associate Professor at Umm Al-Qura University,11,12,430,386,0,0
Richard Henneman,"College of Computing, Georgia Institute of Technology",9,9,430,85,0,0
Adrien Delaye,Apple Inc.,11,11,429,153,1,0
Anant Bhardwaj,"PhD Student, MIT",7,5,429,267,1,0
Chelsea M. Myers,Digital Media PhD Candidate at Drexel University,7,6,429,410,1,0
Michael Crabb,University of Dundee,10,11,428,324,7,1
manjira sinha,"Assistant Professor, Centre for Educational Technology, Indian Institute of Technology Kharagpur",11,12,428,329,0,0
Daniel Herzog,"Researcher, Technische Universität München",12,14,428,343,0,1
Haining Zhu,Pennsylvania State University,7,6,428,378,11,0
DoYoung Lee,SoftEye,9,9,428,257,0,0
Jerald Thomas,Assistant Professor,9,8,427,377,5,2
Biswajeet Champaty,"Ajeenkya D Y Patil University, Pune",11,12,427,245,0,1
Jiří Chmelík,Masarykova Univerzita,10,11,427,347,3,1
Dr. Mehreen Ahmed,National University of Sciences & Technology,10,10,427,405,0,0
"Alit Swamardika, IB. (ID: 56021560800)",universitas udayana,10,11,427,346,0,0
Diego F. Loaiza Buitrago,"A curious human being eventually dedicated to teaching and research, Universidad Santiago de Cali",8,8,427,378,1,0
Tianyi Wang,Purdue University,10,10,427,425,12,1
Edgard Benítez-Guerrero,"Facultad de Estadística e Informática, University of Veracruz, Mexico",10,11,426,265,0,0
Hansjörg Schmauder,"Visualisation Research Centre, University of Stuttgart",9,8,426,242,4,2
Samar Helou,Osaka University,9,9,426,425,0,0
Ludwig Sidenmark,"Postdoctoral Research Fellow, University of Toronto",9,9,426,425,5,2
David Vanoni,"Ph.D. Student in Computer Science, University of California, San Diego",7,6,425,207,0,0
Pengcheng An,"Assistant Professor, Southern University of Science and Technology",12,16,425,417,5,0
Guanxiong Pei,"Associate researcher, Zhejiang Lab",13,15,425,353,13,4
Krista Marks,Simbulus Inc. makers of Woot Math,9,9,425,65,1,0
Jialin Liu,"Ph.D. Student, Duke University",11,13,425,418,7,5
Jiatong Bao,"Researcher of Measurement and Control Technology, Yangzhou University",12,16,424,224,3,9
Preethi Srinivas,Google,11,13,424,310,8,3
Ruomeng Zhao,Southwest Airlines,7,6,424,249,1,0
Tajim Md. Niamat Ullah Akhund,"Lecturer, Daffodil International University, Bangladesh; PhD, Saga University, Japan.",10,12,424,416,3,0
