Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Shaikh Shawon Arefin Shimon,"Department of Computer Science, University of Waterloo",2,2,150,100,0,0
Adriana Lopes Damian,"PhD Student, Institute of Computing - Federal University of Amazonas (UFAM)",7,7,150,79,0,0
Jeannie S.A. Lee,Singapore Institute of Technology,8,7,150,125,1,0
Mitchell Norman,University of South Australia,7,7,150,141,0,0
Thao PHAM,National Economics University,2,2,150,150,0,0
Mohamed El-Zohairy,University of Washington,2,1,150,66,0,0
Nan Qie,OPPO Research Institute,6,4,150,146,1,5
Yaying Zhang,Microsoft,6,5,150,147,0,0
Youngseung Jeon,UCLA,6,5,150,148,2,0
Kuoping Marvin Chang,CoreTech System,4,3,150,116,0,0
Silvana Mangiaracina,CNR-ISMAR (Institute of Marine Science & Bologna Research Area Central Library),8,6,149,9,0,0
Denise Lengyel,"Innovation Fellow, OpenLab, School of Computing, Newcastle University",5,4,149,98,1,0
Samantha Merritt,Indiana University,4,2,149,80,0,0
Wilson J. Sarmiento,Universidad Militar Nueva Granada,6,4,149,74,3,0
Wiebke Köhlmann,"Institute of Computational Science, University of Potsdam, Germany",7,6,149,30,0,0
Dr. Pedro Taveras,Computer Science and Engineering Professor & Researcher,6,3,149,82,0,0
Abdrabo Soliman,Qatar University,3,3,149,84,0,0
Cong Chen,Argo AI,6,4,149,80,0,0
Tamara Flemisch,Technische Universität Dresden,4,2,149,145,6,0
