Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Joachim Pfister,University of Zurich,6,2,94,44,0,0
Vesna Krnjic,Graz University of Technology,7,3,94,61,0,0
Andrew Errity,"Institute of Art, Design & Technology, Dun Laoghaire",5,4,94,11,0,0
Faizuddin Mohd Noor,Universiti Kuala Lumpur,5,3,94,54,0,0
Osazuwa Okundaye,TEILab Texas A&M University,6,4,94,83,8,0
Luciana Monteiro-Krebs,PhD in Social Sciences (KU Leuven/Belgium) and PhD in Communication and Information (UFRGS/Brazil),5,2,94,82,0,0
Yilei Shi,"Augmented Human Lab, Singapore University of Technology and Design",6,5,94,87,0,0
Samuel Agbesi,IT University of Copenhagen,5,3,94,86,0,0
Andreas Schmid,"Media Informatics Group, University of Regensburg",5,1,94,88,0,0
Jacob Kittley-Davies,University of Southampton,4,4,94,79,5,0
Elodie Bouzbib,UPNA Lab,5,3,94,94,0,0
DEVI N,"Associate Professor, Department of Information Technology, Sri Venkateswara College of Engineering",3,2,94,25,0,0
Dmytro Zhelezniakov,Samsung R&D Institute Ukraine,5,4,94,94,0,0
Yevgen Yakishyn,Samsung R&D Institute Ukraine,6,2,94,77,0,0
Andrew Kuznetsov,Carnegie Mellon University,5,3,94,93,5,0
Swathi Krishnaraja,"University of Potsdam, Germany",2,2,94,94,1,0
Faraz Faruqi,Massachusetts Institute of Technology,4,2,94,92,2,0
Roberto Ribeiro,"School of Technology and Management, Computer Science and Communication Research Centre, Polytechnic",6,3,94,91,3,8
Maxwell Szymanski,KU Leuven,2,1,94,94,4,1
Masoud Mehrabi Koushki,University of British Columbia,5,3,94,94,0,0
Roznim Mohamad Rasli,"Senior Lecturer, Sultan Idris Education University",5,2,94,81,0,0
Amy Koike,University of Wisconsin-Madison,5,3,94,68,0,0
Zhengming Zhang,Purdue University,7,4,94,94,1,0
Vikram Mohanty,Bosch Research North America,5,3,94,94,11,0
Hasan Hadi Khaleel,Al-Esraa University College,6,4,93,48,0,0
Eleni Chatzidaki,PhD,4,2,93,56,0,0
Tylar Murray,"Research Systems Engineer, IMaRS, USF",6,5,93,51,4,0
Xiong Zhang,University of Rochester,6,5,93,83,1,0
Patricia Böhm,Universität Regensburg,6,4,93,77,0,0
Carmela Acevedo,University of Konstanz,2,1,93,58,2,0
Georgios Tsatiris,Artificial Intelligence and Machine Learning Laboratory,7,1,93,75,4,0
Lucas Cesar Ferreira,"Mestrando em Ciência da Computação, Universidade Federal de São Carlos",6,3,93,64,0,0
Stephen Cartwright,University of Calgary,6,4,93,62,1,1
Eng. Amal Yassien,German International University in Cairo,4,3,93,90,2,0
Divya Garg,PHD Scholar at NIT Kurukshetra,3,2,93,91,0,0
Israa M. Hayder,Southern Technical University - Iraq,6,3,93,93,0,0
Aryan Saini,Monash University,4,3,93,93,2,0
Sunny Miglani,University of Bristol,1,1,93,93,1,0
SUTASINEE THOVUTTIKUL,"Lecturer, Chiang Mai University",5,4,93,56,0,0
Kai-Hui Liang,"Ph.D. student, Columbia University",5,4,93,93,1,0
Abdulrahman Khamaj,"Associate Professor of Industrial Engineering, Jazan University, Jazan, Saudi Arabia",5,2,93,92,0,0
Samia Cornelius Bhatti,University of Michigan,3,2,93,69,0,0
Lisa Orii,University of Washington,4,3,93,93,3,0
