Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Nico Herbig,"Natif AI, German Research Center for Artificial Intelligence (DFKI), Saarland Informatics Campus",12,13,343,310,15,0
Varun Kanal,University of Texas at Arlington,8,5,343,335,10,2
Amy Melniczuk,Lecturer in Computer and Information Sciences Department at Northumbria University,8,7,342,312,0,1
Stefan Liszio,"VR and Health Play Specialist, University Children's Hospital Essen",10,10,342,315,0,0
Jun Baba,"CyberAgent, Inc.",11,12,342,342,2,3
Gemma Fitzsimmons,University of Southampton,10,10,341,235,9,0
Fabrizio Milazzo,Università degli Studi di Palermo,11,11,341,168,5,0
Guillaume Rivière,"Assistant Professor, ESTIA Institute of Technology",10,11,341,120,0,0
Rushil Khurana,Carnegie Mellon University,10,11,341,316,1,0
Simon Nestler,"Professor for Human-Computer-Interaction, Technische Hochschule Ingolstadt",11,13,341,119,1,1
Philipp Schoessler,MIT Media Lab,7,7,341,186,0,0
Glena Iten,"Pädagogische Hochschule Luzern, Forschung & Entwicklung",9,9,341,307,0,0
Thomas Hughes-Roberts,Senior Lecturer in Computer Science,10,11,341,288,3,2
Muhammad Syarif Hartawan,Universitas Krisnadwipayana,8,7,341,339,0,0
Renate Andersen,Associate Professor,9,6,341,181,5,1
Dr Asma AlJarullah,Ass. Prof of Computer Science,7,6,341,240,0,0
Atef Eldenfria,Professor of Computer Science -  Misurata University,8,7,341,320,0,0
Gerson Feoh,Universitas Dhyana Pura Bali,6,4,340,324,0,0
Bruno Fruchard,Research scientist (ISFP) at Inria,10,11,340,317,20,0
Lukas Gehrke,"Research Associate, TU Berlin",10,10,340,339,8,0
Yuwei Li,Unknown affiliation,2,2,340,237,1,1
Richard Abayhon,"Graduate Lecturer of Systems and Technology of Information, De La Salle University - Manila",8,8,340,315,0,0
Guillaume Besacier,"Université Paris 8, Digital Humanities department and Citu-Paragraphe research team",7,7,339,64,0,0
fraoua,Associate Professor University of Paris East Marne la vallée CNAM,10,10,339,60,0,0
Ya-Hsin Hung,"Department of Psychological Science, Purdue University",7,6,339,247,5,0
