Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Elizabeth Reid,University of Victoria,6,4,176,175,4,0
Margarita Esau-Held,University of Siegen,8,7,176,175,1,0
KHALID HAMID,The Superior University Lahore,8,6,176,175,0,0
Dimitri H. Masson,Estia - Institute of Technology,7,4,175,127,3,2
Renan Vinicius Aranha,Universidade de São Paulo | Universidade Federal de Mato Grosso,7,4,175,165,1,3
Dwi Cahyono,Prodi Teknik Informatika Fakultas Teknik Universitas Dr. Soetomo Surabaya,7,6,175,146,0,0
Ran Zhang,Tencent America,7,6,175,149,7,0
Juan Jesus Ojeda-Castelo,"Substitute Interim Professor, University of Almería",6,4,175,155,13,0
René Reinhard,Fraunhofer Institute for Industrial Mathematics ITWM,6,4,175,168,0,2
Wen-Jie Tseng,"Ph.D. student, TU Darmstadt, Germany",6,4,175,175,6,0
Steven Jacobs,"Lecturer (retired), Northern Arizona University",7,4,175,97,0,0
Yaliang Chuang,"Assistant Professor of Industrial Design, Eindhoven University of Technology",7,4,175,125,3,1
James Mitchell,University of Colorado,5,4,175,175,3,0
Ziheng Huang,University of California San Diego,5,2,175,175,0,0
João Soares de Oliveira Neto,UFRB - Federal University of Reconcavo da Bahia,7,7,174,105,0,0
Ahmad Al-Jarrah,"Associate Prof. @ Applied Science Dept., Ajloun University College, Al-Balqa Applied University",6,5,174,132,1,1
Arūnas Gudinavičius,"Associate Professor at Department of Digital Cultures and Communication, Faculty of Communication",8,4,174,131,2,0
Luis Fernando Guerrero Vásquez,Professor of Communications - Universidad Politécnica Salesiana Ecuador - Electronic Engineering,8,7,174,159,1,4
Sunggeun Ahn,"Software Engineer, Samsung Electronics",7,7,174,145,0,0
Danielle M. Olson,Apple,7,5,174,164,2,0
Shaun Wallace,"Assistant Professor, Computer Science, University of Rhode Island",9,8,174,174,4,0
Julien Gori,"CNRS, ISIR, Sorbonne Université",7,7,174,158,6,0
Mira El Kamali,phD student (2018-Present),7,5,174,173,12,2
Qing Zhang,Xi'an Jiaotong-Liverpool University,5,4,174,151,1,0
Mu-Huan (Miles) Chung,University of Toronto,4,2,174,173,1,0
Anna Bleakley,University College Dublin,6,5,174,174,9,0
Alisa Burova,Doctoral Student,7,6,174,174,15,1
Julia Markel,Stanford University,6,6,174,174,6,0
Sanjana Gautam,Pennsylvania State University,4,2,174,174,0,1
Elsie Lee-Robbins,"PhD Candidate, University of Michigan",3,3,174,173,2,0
Taenyun Kim,"Department of Media and Information, Michigan State University",5,4,174,173,0,0
Barath Raj Kandur Raja,Unknown affiliation,6,4,174,164,0,0
Kenny Tsu Wei Choo,"Assistant Professor, Singapore University of Technology and Design",8,8,174,166,3,0
