Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Yuanzhi Cao,Purdue University,11,13,531,513,13,0
Jonas Frich,Aarhus University,8,7,531,526,8,5
Ticianne de Gois Ribeiro Darin,"Professora de Sistemas e Mídias Digitais, Universidade Federal do Ceará",11,19,530,466,0,1
Alexandrino Gonçalves,CIIC-ESTG-Polytechnic University of Leiria,15,19,530,332,8,9
Niloofar  Dezfuli,"HCI Group, TU Darmstadt",13,15,530,344,2,2
Linda Schürmann,University of Koblenz-Landau,6,4,530,530,2,1
Senthilkumar Chandramohan,Director of ML Engineering,11,12,529,162,0,0
Byungkyu (Jay) Kang,Intuit AI,9,8,529,224,2,0
Julian Brinkley,"Assistant Professor, Clemson University",11,12,529,500,12,2
RAY LC,City University of Hong Kong School of Creative Media,9,8,529,415,2,0
Connor Dickie,"Queen's University, MIT Media Lab",12,13,528,132,0,0
Liang He,"Assistant Professor, Purdue University",11,12,528,421,7,0
Vijayakumar Nanjappan,"Lecturer in HCI, University College Cork, Ireland",13,16,528,513,20,4
Rodziah Latih,Senior Lecturer,10,10,527,256,0,0
Richard Halstead-Nussloch,"Professor of Information Technology, Kennesaw State University",9,9,527,74,0,0
Pengfei Zhang,"PhD Student of Computer Science, University of Massachusetts, Lowell",9,8,527,395,4,2
Sultan A. Alharthi,"Assistant Professor, Dept. of Software Engineering, University of Jeddah",14,18,527,477,20,0
Sarah Fakhoury,"Postdoctoral Researcher, Microsoft Research",12,13,527,514,4,0
Alaa Almarshedi,"Assistant Professor of Information Systems, Princess Nourah University (PNU)",7,7,526,367,0,0
Ramik Sadana,Georgia Institute of Technology,10,10,526,260,2,0
Supavich (Fone) Pengnate,"Associate Professor of Management Information Systems, North Dakota State University",9,9,526,447,0,0
Dimas Sasongko,Universitas Muhammadiyah Magelang,10,13,526,471,0,0
Limin Zeng,Zhejiang University,13,14,525,285,0,1
Jiyoung Oh,Tableau Software,9,8,525,70,0,0
Francesco Cafaro,Indiana University Indianapolis,13,16,525,375,7,0
Tiare Feuchtner,University of Konstanz & Aarhus University,13,14,525,491,17,0
Lyndsey Franklin,Pacific Northwest National Laboratory,12,13,525,325,11,2
Wonchan Choi,"Assistant Professor, School of Information Studies, University of Wisconsin-Milwaukee",11,13,525,419,1,0
Hua Guo,"Department of Computer Science, Brown University",12,15,524,303,3,2
Mika P. Nieminen,Aalto University School of Science,11,11,524,154,1,0
Cao Yaqin,Anhui Polytechnic University,12,13,524,454,6,16
Jungchan Cho,Gachon University,11,12,523,324,0,0
Ania Bobrowicz,"Senior Lecturer, Digital Arts",10,10,523,273,2,0
Geoffrey Gorisse,Arts et Métiers Institute of Technology,9,9,523,506,2,0
Murat Dikmen,"Graduate Student, University of Waterloo",4,4,522,487,3,5
Giovanni Maria Troiano,Northeastern University,12,12,521,428,7,0
Matheus Torquato,Senior Data Scientist at Jaguar Land Rover,10,11,521,487,2,0
Alaleh Dadvari,National Central University,8,8,521,502,0,0
Roesnita Ismail,Universiti Sains Islam Malaysia (USIM),11,11,520,289,0,0
Matteo Valoriani,Politecnico di Milano,7,7,520,238,1,0
Soojeong Yoo,University College London (UCL),13,17,520,429,7,0
Petri Mannonen,"Researcher, Aalto University",12,15,519,168,2,0
Tanja Merčun,"Assistant Professor, University of Ljubljana, Faculty of Arts, Department of Library and Information",11,13,519,197,2,2
Alexia Nielsen,Stanford University,4,4,519,228,0,0
Scott Frees,"Professor of Computer Science, Ramapo College of New Jersey",8,8,518,208,0,0
Ricardo Nakamura,"Assistant Professor (Professor Doutor) of Computer Engineering, Universidade de São Paulo",11,16,518,225,0,0
Solomon. A. Adepoju,"Department of  Computer Science, Federal University of Technology Minna",12,12,518,343,0,0
Stephanie Schwarz,AIT Austrian Institute of Technology GmbH,13,14,518,279,1,1
Caroline E. Harriott,BILL,12,14,517,355,3,2
David Meyer,"Apple, Inc",7,7,517,282,2,0
Nic Lupfer,"PhD, Computer Science - Mapware",12,14,517,335,9,2
Chris Bevan,University of Bristol,13,15,517,315,15,5
Yangyang He,Amazon,11,11,517,469,7,5
Youngwook Do,"Global Technology Applied Research, JPMorgan Chase",10,10,517,507,5,0
Xuejiao Zhao (赵雪娇),"Presidential Postdoctoral Fellow, Nanyang Technological University & Kungliga Tekniska Högskolan",11,11,517,489,7,2
Tingmin (Tina) Wu,"Monash University, CSIRO's Data61",8,8,517,470,1,2
ZHAOQIANG LAI,Wayne State University,7,6,516,85,4,1
Brendan Cassidy,University of Central Lancashire,14,15,516,337,2,1
loove broms,KTH – Royal Institute of Technology,11,12,516,204,0,0
"Christiane Grünloh, PhD","Senior Researcher Personalised Health Technology, Roessingh Research and Development",9,8,516,447,13,0
Hanne Sørum,Associate Professor at Kristiania University College,10,11,516,318,0,0
Yuan Jia,UX Researcher at Google Cloud AI,6,4,515,396,0,0
Rishabh Gupta,Sr. Machine Learning Scientist at Swift Medical,13,17,515,299,8,4
Reipschläger,Technische Universität Dresden,13,14,515,414,11,3
Juan Morales del Olmo,"Postdoc, Universidad Politécnica de Madrid",11,11,514,311,17,0
