Name,Affiliation,H-index,I10-index,Total Citations,Citations in Last 5 Years,Public Access Paper (Available),Public Access Paper (Not Available)
Eva Binder,Daimler AG/ Bielefeld University,5,5,134,134,3,2
Xiangyang Mou,Meta,9,9,134,133,1,0
Ashlee Milton,University of Minnesota,6,5,134,133,8,0
Apuroop Sethupathy,Ashoka University,2,1,134,123,0,0
Tram Thi Minh Tran,"Design Lab, The University of Sydney",5,5,134,134,6,0
Ruoyan Kong,University of Minnesota,7,6,134,128,4,0
Chola Chhetri,George Mason University,6,5,134,134,0,0
DANAI IOANNIDI,"Institute of Computer Science, FORTH",6,3,134,128,0,1
Michal Sedlák,National Institute of Mental Health CZ,2,2,134,131,0,0
Eckard Riedenklau,"Ambient Intelligence Group, Neuroinformatics Group, CITEC, Bielefeld University",6,5,133,42,4,1
John A. Karasinski,NASA Ames Research Center,6,4,133,129,9,4
Timothy Simon,University of South Australia,6,5,133,78,1,0
Erin Fitzhenry,"Scientist and Engineer, Pacific Northwest National Laboratory",3,3,133,31,0,0
